,연도,일시,측정소,PM2.5,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
7532,4,05-12 20:00,신흥동,0.1,0.7077409162717221,0.6269444444444444,0.0409207161125319,0.0,0.613
7533,4,05-12 21:00,신흥동,0.072,0.6903633491311217,0.5916666666666667,0.0255754475703324,0.0,0.641
7534,4,05-12 22:00,신흥동,0.056,0.6745655608214851,0.6030555555555556,0.0562659846547314,0.0,0.687
7535,4,05-12 23:00,신흥동,0.072,0.6492890995260664,0.7394444444444445,0.0434782608695652,0.0,0.7739999999999999
7536,4,05-16 00:00,신흥동,0.052,0.6287519747235388,0.6516666666666667,0.0690537084398977,0.0,0.696
7537,4,05-16 01:00,신흥동,0.048,0.6208530805687205,0.6586111111111111,0.0409207161125319,0.0,0.731
7538,4,05-16 02:00,신흥동,0.028,0.6161137440758294,0.5925,0.0332480818414322,0.0,0.753
7539,4,05-16 03:00,신흥동,0.028,0.6192733017377567,0.6544444444444445,0.0332480818414322,0.0,0.741
7540,4,05-16 04:00,신흥동,0.036,0.6271721958925751,0.5725,0.0383631713554987,0.0,0.736
7541,4,05-16 05:00,신흥동,0.016,0.6603475513428121,0.6083333333333334,0.0562659846547314,0.0,0.656
7542,4,05-16 06:00,신흥동,0.016,0.6966824644549764,0.6986111111111112,0.0818414322250639,0.0,0.593
7543,4,05-16 07:00,신흥동,0.044,0.7203791469194314,0.7263888888888889,0.0767263427109974,0.0,0.502
7544,4,05-16 08:00,신흥동,0.064,0.7582938388625593,0.8116666666666666,0.1048593350383631,0.0,0.374
7545,4,05-16 09:00,신흥동,0.02,0.7725118483412323,0.8027777777777778,0.1278772378516624,0.0,0.35
7546,4,05-16 10:00,신흥동,0.024,0.7993680884676146,0.815,0.0997442455242966,0.0,0.309
7547,4,05-16 11:00,신흥동,0.024,0.8104265402843602,0.8108333333333333,0.1150895140664961,0.0,0.283
7548,4,05-16 12:00,신흥동,0.02,0.821484992101106,0.8994444444444445,0.0716112531969309,0.0,0.259
7549,4,05-16 13:00,신흥동,0.012,0.8309636650868879,0.8205555555555555,0.1202046035805626,0.0,0.2119999999999999
7550,4,05-16 14:00,신흥동,0.008,0.826224328593997,0.8330555555555555,0.1202046035805626,0.0,0.215
7551,4,05-16 15:00,신흥동,0.012,0.8088467614533966,0.8688888888888889,0.1023017902813299,0.0,0.245
7552,4,05-16 16:00,신흥동,0.024,0.788309636650869,0.7725000000000001,0.0869565217391304,0.0,0.292
7553,4,05-16 17:00,신흥동,0.02,0.7472353870458137,0.7358333333333333,0.0895140664961636,0.0,0.372
7554,4,05-16 18:00,신흥동,0.016,0.7061611374407584,0.8138888888888889,0.0409207161125319,0.0,0.449
7555,4,05-16 19:00,신흥동,0.04,0.6824644549763035,0.8405555555555556,0.0306905370843989,0.0,0.519
7556,4,05-16 20:00,신흥동,0.036,0.665086887835703,0.7280555555555557,0.0332480818414322,0.0,0.568
7557,4,05-16 21:00,신흥동,0.028,0.6587677725118484,0.7152777777777778,0.0639386189258312,0.0,0.623
7558,4,05-16 22:00,신흥동,0.036,0.6477093206951028,0.6325,0.0230179028132992,0.0,0.65
7559,4,05-16 23:00,신흥동,0.064,0.6287519747235388,0.7830555555555555,0.0306905370843989,0.0,0.7120000000000001
7560,4,05-17 00:00,신흥동,0.04,0.6224328593996842,0.6544444444444445,0.0179028132992327,0.0,0.771
7561,4,05-17 01:00,신흥동,0.064,0.6208530805687205,0.5105555555555557,0.0255754475703324,0.0,0.865
7562,4,05-17 02:00,신흥동,0.092,0.6350710900473935,0.6461111111111111,0.0562659846547314,0.0,0.888
7563,4,05-17 03:00,신흥동,0.072,0.6461295418641391,0.5858333333333333,0.0588235294117647,0.0,0.831
7564,4,05-17 04:00,신흥동,0.108,0.6113744075829385,0.3761111111111111,0.0179028132992327,0.0,0.866
7565,4,05-17 05:00,신흥동,0.08,0.6540284360189574,0.3175,0.0255754475703324,0.0,0.758
7566,4,05-17 06:00,신흥동,0.064,0.69826224328594,0.3819444444444445,0.0230179028132992,0.0,0.637
7567,4,05-17 07:00,신흥동,0.04,0.74565560821485,0.6458333333333334,0.0946291560102301,0.0,0.403
7568,4,05-17 08:00,신흥동,0.052,0.764612954186414,0.6330555555555556,0.0869565217391304,0.0,0.356
7569,4,05-17 09:00,신흥동,0.016,0.7772511848341233,0.67,0.0946291560102301,0.0,0.36
7570,4,05-17 10:00,신흥동,0.02,0.8009478672985784,0.6411111111111112,0.0792838874680307,0.0,0.338
7571,4,05-17 11:00,신흥동,0.072,0.8167456556082149,0.6036111111111112,0.1048593350383631,0.0,0.317
7572,4,05-17 12:00,신흥동,0.092,0.8372827804107426,0.6902777777777778,0.1099744245524296,0.0,0.238
7573,4,05-17 13:00,신흥동,0.044,0.859399684044234,0.6369444444444445,0.1074168797953964,0.0,0.1679999999999999
7574,4,05-17 14:00,신흥동,0.02,0.8483412322274883,0.6730555555555556,0.0971867007672634,0.0,0.1519999999999999
7575,4,05-17 15:00,신흥동,0.02,0.8372827804107426,0.6638888888888889,0.1074168797953964,0.0,0.1339999999999999
7576,4,05-17 16:00,신흥동,0.016,0.8199052132701423,0.6405555555555555,0.0639386189258312,0.0,0.131
7577,4,05-17 17:00,신흥동,0.02,0.788309636650869,0.5891666666666667,0.0383631713554987,0.0,0.148
7578,4,05-17 18:00,신흥동,0.02,0.7424960505529228,0.7002777777777778,0.0332480818414322,0.0,0.2279999999999999
7579,4,05-17 19:00,신흥동,0.028,0.6745655608214851,0.9302777777777778,0.0332480818414322,0.0,0.403
7580,4,05-17 20:00,신흥동,0.048,0.6540284360189574,0.768888888888889,0.0255754475703324,0.0,0.438
7581,4,05-17 21:00,신흥동,0.056,0.6729857819905214,0.5125000000000001,0.0204603580562659,0.0,0.382
7582,4,05-17 22:00,신흥동,0.036,0.6571879936808848,0.7519444444444444,0.0485933503836317,0.0,0.458
7583,4,05-17 23:00,신흥동,0.04,0.6429699842022119,0.7530555555555557,0.0460358056265984,0.0,0.591
7584,4,05-21 00:00,신흥동,0.032,0.5987361769352291,0.0,0.0102301790281329,0.0,0.572
7585,4,05-21 01:00,신흥동,0.048,0.5845181674565562,0.9172222222222224,0.0255754475703324,0.0,0.6639999999999999
7586,4,05-21 02:00,신흥동,0.044,0.5860979462875198,0.6672222222222222,0.0127877237851662,0.0,0.656
7587,4,05-21 03:00,신흥동,0.032,0.5750394944707742,0.0,0.0076726342710997,0.0,0.658
7588,4,05-21 04:00,신흥동,0.06,0.5845181674565562,0.0563888888888888,0.0383631713554987,0.0,0.66
7589,4,05-21 05:00,신흥동,0.036,0.6445497630331753,0.3855555555555556,0.0230179028132992,0.0,0.524
7590,4,05-21 06:00,신흥동,0.072,0.69826224328594,0.1719444444444444,0.0204603580562659,0.0,0.411
7591,4,05-21 07:00,신흥동,0.052,0.7393364928909953,0.4405555555555555,0.0306905370843989,0.0,0.319
7592,4,05-21 08:00,신흥동,0.044,0.7851500789889416,0.4119444444444445,0.0511508951406649,0.0,0.236
7593,4,05-21 09:00,신흥동,0.044,0.8278041074249606,0.5580555555555556,0.0511508951406649,0.0,0.176
7594,4,05-21 10:00,신흥동,0.028,0.8467614533965246,0.4838888888888888,0.0409207161125319,0.0,0.1569999999999999
7595,4,05-21 11:00,신흥동,0.024,0.8783570300157979,0.6686111111111112,0.0818414322250639,0.0,0.105
7596,4,05-21 12:00,신흥동,0.024,0.8878357030015798,0.7097222222222223,0.0843989769820971,0.0,0.104
7597,4,05-21 13:00,신흥동,0.016,0.8925750394944709,0.7419444444444445,0.1048593350383631,0.0,0.095
7598,4,05-21 14:00,신흥동,0.02,0.8862559241706163,0.7558333333333335,0.0920716112531969,0.0,0.107
7599,4,05-21 15:00,신흥동,0.02,0.8625592417061612,0.7572222222222224,0.0997442455242966,0.0,0.115
7600,4,05-21 16:00,신흥동,0.028,0.8230647709320695,0.8680555555555556,0.0946291560102301,0.0,0.1249999999999999
7601,4,05-21 17:00,신흥동,0.008,0.778830963665087,0.8522222222222223,0.0537084398976982,0.0,0.161
7602,4,05-21 18:00,신흥동,0.008,0.7298578199052134,0.7372222222222222,0.0537084398976982,0.0,0.219
7603,4,05-21 19:00,신흥동,0.016,0.703001579778831,0.7550000000000001,0.0485933503836317,0.0,0.244
7604,4,05-21 20:00,신흥동,0.016,0.6603475513428121,0.7213888888888889,0.0281329923273657,0.0,0.354
7605,4,05-21 21:00,신흥동,0.036,0.6224328593996842,0.7919444444444446,0.0204603580562659,0.0,0.484
7606,4,05-21 22:00,신흥동,0.024,0.631911532385466,0.725,0.0485933503836317,0.0,0.473
7607,4,05-21 23:00,신흥동,0.048,0.6113744075829385,0.6366666666666667,0.0179028132992327,0.0,0.5569999999999999
7608,4,05-22 00:00,신흥동,0.068,0.5876777251184835,0.0,0.0102301790281329,0.0,0.628
7609,4,05-22 01:00,신흥동,0.052,0.5687203791469195,0.8711111111111112,0.0230179028132992,0.0,0.746
7610,4,05-22 02:00,신흥동,0.032,0.5750394944707742,0.0,0.0076726342710997,0.0,0.756
7611,4,05-22 03:00,신흥동,0.064,0.5876777251184835,0.1425,0.0127877237851662,0.0,0.772
7612,4,05-22 04:00,신흥동,0.064,0.5955766192733019,0.0,0.0076726342710997,0.0,0.7470000000000001
7613,4,05-22 05:00,신흥동,0.056,0.6334913112164298,0.3788888888888889,0.0306905370843989,0.0,0.64
7614,4,05-22 06:00,신흥동,0.072,0.6808846761453398,0.5169444444444444,0.0204603580562659,0.0,0.566
7615,4,05-22 07:00,신흥동,0.056,0.7235387045813586,0.9838888888888888,0.0281329923273657,0.0,0.509
7616,4,05-22 08:00,신흥동,0.052,0.750394944707741,0.5247222222222223,0.0537084398976982,0.0,0.447
7617,4,05-22 09:00,신흥동,0.032,0.7898894154818327,0.7694444444444445,0.0511508951406649,0.0,0.358
7618,4,05-22 10:00,신흥동,0.02,0.8230647709320695,0.7663888888888889,0.0460358056265984,0.0,0.289
7619,4,05-22 11:00,신흥동,0.02,0.8183254344391786,0.6625,0.0664961636828644,0.0,0.302
7620,4,05-22 12:00,신흥동,0.044,0.8609794628751977,0.7977777777777778,0.0664961636828644,0.0,0.276
7621,4,05-22 13:00,신흥동,0.036,0.8751974723538706,0.6994444444444445,0.0511508951406649,0.0,0.246
7622,4,05-22 14:00,신흥동,0.028,0.8688783570300159,0.6733333333333333,0.0792838874680307,0.0,0.289
7623,4,05-22 15:00,신흥동,0.04,0.8515007898894156,0.7094444444444444,0.0792838874680307,0.0,0.333
7624,4,05-22 16:00,신흥동,0.032,0.8183254344391786,0.6083333333333334,0.0946291560102301,0.0,0.366
7625,4,05-22 17:00,신흥동,0.04,0.774091627172196,0.9422222222222222,0.0690537084398977,0.0,0.548
7626,4,05-22 18:00,신흥동,0.072,0.731437598736177,0.8961111111111112,0.0664961636828644,0.0,0.643
7627,4,05-22 19:00,신흥동,0.048,0.7077409162717221,0.9013888888888888,0.0511508951406649,0.0,0.723
7628,4,05-22 20:00,신흥동,0.028,0.6872037914691944,0.9802777777777778,0.0179028132992327,0.0,0.772
7629,4,05-22 21:00,신흥동,0.02,0.6729857819905214,0.763888888888889,0.0127877237851662,0.0,0.833
7630,4,05-22 22:00,신흥동,0.032,0.6587677725118484,0.8413888888888889,0.0204603580562659,0.0,0.88
7631,4,05-22 23:00,신흥동,0.032,0.6540284360189574,0.7855555555555556,0.0306905370843989,0.0,0.88
7632,4,05-26 00:00,신흥동,0.012,0.6334913112164298,0.9183333333333334,0.0230179028132992,0.0,0.929
7633,4,05-26 01:00,신흥동,0.012,0.6350710900473935,0.7966666666666667,0.0281329923273657,0.0,0.936
7634,4,05-26 02:00,신흥동,0.016,0.6398104265402844,0.0102777777777777,0.0281329923273657,0.0,0.93
7635,4,05-26 03:00,신흥동,0.012,0.6413902053712481,0.3958333333333333,0.0306905370843989,0.0,0.933
7636,4,05-26 04:00,신흥동,0.016,0.6382306477093207,0.91,0.0204603580562659,0.0,0.939
7637,4,05-26 05:00,신흥동,0.036,0.6492890995260664,0.0,0.0051150895140664,0.0,0.926
7638,4,05-26 06:00,신흥동,0.052,0.665086887835703,0.02,0.0127877237851662,0.0,0.893
7639,4,05-26 07:00,신흥동,0.032,0.6729857819905214,0.9116666666666666,0.0230179028132992,0.0,0.838
7640,4,05-26 08:00,신흥동,0.084,0.6777251184834123,0.9872222222222222,0.0127877237851662,0.0,0.8350000000000001
7641,4,05-26 09:00,신흥동,0.048,0.679304897314376,0.981388888888889,0.0332480818414322,0.0,0.7889999999999999
7642,4,05-26 10:00,신흥동,0.036,0.7045813586097947,0.0783333333333333,0.0434782608695652,0.0,0.743
7643,4,05-26 11:00,신흥동,0.016,0.6872037914691944,0.0538888888888888,0.0664961636828644,0.0,0.7689999999999999
7644,4,05-26 12:00,신흥동,0.008,0.731437598736177,0.1383333333333333,0.0434782608695652,0.0056818181818181,0.653
7645,4,05-26 13:00,신흥동,0.008,0.7409162717219591,0.0388888888888888,0.0562659846547314,0.0,0.604
7646,4,05-26 14:00,신흥동,0.012,0.7488151658767773,0.2791666666666667,0.0588235294117647,0.0,0.549
7647,4,05-26 15:00,신흥동,0.012,0.750394944707741,0.1388888888888889,0.0409207161125319,0.0,0.538
7648,4,05-26 16:00,신흥동,0.008,0.731437598736177,0.1930555555555555,0.0460358056265984,0.0,0.553
7649,4,05-26 17:00,신흥동,0.008,0.717219589257504,0.1175,0.0358056265984654,0.0,0.548
7650,4,05-26 18:00,신흥동,0.008,0.6903633491311217,0.0452777777777777,0.0332480818414322,0.0,0.622
7651,4,05-26 19:00,신흥동,0.008,0.6540284360189574,0.9586111111111112,0.0230179028132992,0.0,0.766
7652,4,05-26 20:00,신흥동,0.012,0.6413902053712481,0.9511111111111112,0.0230179028132992,0.0,0.8109999999999999
7653,4,05-26 21:00,신흥동,0.012,0.631911532385466,0.9288888888888888,0.0204603580562659,0.0,0.793
7654,4,05-26 22:00,신흥동,0.012,0.6429699842022119,0.0036111111111111,0.0358056265984654,0.0,0.653
7655,4,05-26 23:00,신흥동,0.012,0.6271721958925751,0.0227777777777777,0.0179028132992327,0.0,0.67
7656,4,05-27 00:00,신흥동,0.008,0.6113744075829385,0.9061111111111112,0.0204603580562659,0.0,0.7170000000000001
7657,4,05-27 01:00,신흥동,0.008,0.6066350710900474,0.0,0.0102301790281329,0.0,0.711
7658,4,05-27 02:00,신흥동,0.008,0.5876777251184835,0.8677777777777778,0.0153452685421994,0.0,0.7739999999999999
7659,4,05-27 03:00,신흥동,0.016,0.5813586097946288,0.0,0.0102301790281329,0.0,0.788
7660,4,05-27 04:00,신흥동,0.008,0.5908372827804108,0.2177777777777778,0.0127877237851662,0.0,0.795
7661,4,05-27 05:00,신흥동,0.012,0.6303317535545024,0.9855555555555556,0.0255754475703324,0.0,0.677
7662,4,05-27 06:00,신흥동,0.02,0.6398104265402844,0.2111111111111111,0.0358056265984654,0.0,0.6539999999999999
7663,4,05-27 07:00,신흥동,0.012,0.6919431279620853,0.0927777777777777,0.0409207161125319,0.0,0.545
7664,4,05-27 08:00,신흥동,0.016,0.7077409162717221,0.1055555555555555,0.0383631713554987,0.0,0.528
7665,4,05-27 09:00,신흥동,0.012,0.7045813586097947,0.3047222222222222,0.0409207161125319,0.0,0.531
7666,4,05-27 10:00,신흥동,0.008,0.7187993680884677,0.3386111111111111,0.0511508951406649,0.0,0.518
7667,4,05-27 11:00,신흥동,0.012,0.7109004739336494,0.4105555555555556,0.0460358056265984,0.0,0.528
7668,4,05-27 12:00,신흥동,0.016,0.6966824644549764,0.4552777777777778,0.0409207161125319,0.0,0.5950000000000001
7669,4,05-27 13:00,신흥동,0.012,0.665086887835703,0.4386111111111111,0.0741687979539642,0.0,0.7370000000000001
7670,4,05-27 14:00,신흥동,0.008,0.6635071090047394,0.4291666666666667,0.0767263427109974,0.0,0.773
7671,4,05-27 15:00,신흥동,0.016,0.6603475513428121,0.4019444444444444,0.0537084398976982,0.0,0.773
7672,4,05-27 16:00,신흥동,0.016,0.6603475513428121,0.4061111111111111,0.0409207161125319,0.0,0.788
7673,4,05-27 17:00,신흥동,0.024,0.6556082148499212,0.3683333333333333,0.0690537084398977,0.0,0.77
7674,4,05-27 18:00,신흥동,0.02,0.6477093206951028,0.3747222222222222,0.0485933503836317,0.0,0.8
7675,4,05-27 19:00,신흥동,0.016,0.631911532385466,0.4197222222222222,0.0281329923273657,0.0,0.8570000000000001
7676,4,05-27 20:00,신흥동,0.024,0.6113744075829385,0.9466666666666668,0.0204603580562659,0.0,0.92
7677,4,05-27 21:00,신흥동,0.036,0.6082148499210112,0.0,0.0076726342710997,0.0,0.933
7678,4,05-27 22:00,신흥동,0.032,0.6003159557661928,0.8455555555555555,0.0127877237851662,0.0,0.938
7679,4,05-27 23:00,신흥동,0.044,0.6066350710900474,0.9772222222222224,0.0255754475703324,0.0,0.937
7680,4,05-31 00:00,신흥동,0.1,0.679304897314376,0.0,0.0102301790281329,0.0,0.7270000000000001
7681,4,05-31 01:00,신흥동,0.1,0.6445497630331753,0.9388888888888888,0.0281329923273657,0.0,0.8350000000000001
7682,4,05-31 02:00,신흥동,0.088,0.6413902053712481,0.9419444444444446,0.0230179028132992,0.0,0.8400000000000001
7683,4,05-31 03:00,신흥동,0.092,0.6350710900473935,0.0,0.0051150895140664,0.0,0.8500000000000001
7684,4,05-31 04:00,신흥동,0.068,0.6413902053712481,0.9038888888888889,0.0127877237851662,0.0,0.8500000000000001
7685,4,05-31 05:00,신흥동,0.08,0.6666666666666667,0.9388888888888888,0.0255754475703324,0.0,0.8
7686,4,05-31 06:00,신흥동,0.064,0.7093206951026857,0.3233333333333333,0.0358056265984654,0.0,0.6709999999999999
7687,4,05-31 07:00,신흥동,0.048,0.759873617693523,0.0441666666666666,0.0383631713554987,0.0,0.529
7688,4,05-31 08:00,신흥동,0.064,0.788309636650869,0.1933333333333333,0.0332480818414322,0.0,0.45
7689,4,05-31 09:00,신흥동,0.052,0.826224328593997,0.0961111111111111,0.0332480818414322,0.0,0.358
7690,4,05-31 10:00,신흥동,0.056,0.8546603475513429,0.9708333333333332,0.0537084398976982,0.0,0.2749999999999999
7691,4,05-31 11:00,신흥동,0.012,0.8720379146919433,0.0891666666666666,0.0588235294117647,0.0,0.2299999999999999
7692,4,05-31 12:00,신흥동,0.02,0.8925750394944709,0.1383333333333333,0.0434782608695652,0.0,0.2119999999999999
7693,4,05-31 13:00,신흥동,0.024,0.8720379146919433,0.01,0.0281329923273657,0.0,0.247
7694,4,05-31 14:00,신흥동,0.056,0.8878357030015798,0.245,0.0434782608695652,0.0,0.243
7695,4,05-31 15:00,신흥동,0.036,0.8767772511848342,0.0155555555555555,0.0306905370843989,0.0,0.2249999999999999
7696,4,05-31 16:00,신흥동,0.048,0.8372827804107426,0.4208333333333333,0.0869565217391304,0.0,0.3159999999999999
7697,4,05-31 17:00,신흥동,0.036,0.7093206951026857,0.465,0.0485933503836317,0.1193181818181818,0.8089999999999999
7698,4,05-31 18:00,신흥동,0.176,0.717219589257504,0.6627777777777778,0.0281329923273657,0.0113636363636363,0.861
7699,4,05-31 19:00,신흥동,0.096,0.7109004739336494,0.0,0.0076726342710997,0.0,0.898
7700,4,05-31 20:00,신흥동,0.048,0.6935229067930491,0.9622222222222222,0.0153452685421994,0.0,0.924
7701,4,05-31 21:00,신흥동,0.02,0.6919431279620853,0.2522222222222222,0.0179028132992327,0.0,0.904
7702,4,05-31 22:00,신흥동,0.044,0.6856240126382307,0.2844444444444444,0.0306905370843989,0.0,0.821
7703,4,05-31 23:00,신흥동,0.012,0.6666666666666667,0.1502777777777778,0.0204603580562659,0.0,0.89
7704,4,06-01 00:00,신흥동,0.04,0.6603475513428121,0.1147222222222222,0.0230179028132992,0.0,0.8820000000000001
7705,4,06-01 01:00,신흥동,0.012,0.6635071090047394,0.2991666666666667,0.0204603580562659,0.0,0.8450000000000001
7706,4,06-01 02:00,신흥동,0.024,0.6508688783570301,0.2319444444444444,0.0179028132992327,0.0,0.803
7707,4,06-01 03:00,신흥동,0.032,0.6445497630331753,0.0144444444444444,0.0179028132992327,0.0,0.8150000000000001
7708,4,06-01 04:00,신흥동,0.056,0.6350710900473935,0.9572222222222224,0.0255754475703324,0.0,0.8670000000000001
7709,4,06-01 05:00,신흥동,0.052,0.6903633491311217,0.245,0.0332480818414322,0.0,0.714
7710,4,06-01 06:00,신흥동,0.04,0.7235387045813586,0.3105555555555556,0.0332480818414322,0.0,0.577
7711,4,06-01 07:00,신흥동,0.016,0.755134281200632,0.325,0.0434782608695652,0.0,0.47
7712,4,06-01 08:00,신흥동,0.024,0.7756714060031596,0.4044444444444444,0.0690537084398977,0.0,0.4459999999999999
7713,4,06-01 09:00,신흥동,0.032,0.79304897314376,0.4119444444444445,0.0562659846547314,0.0,0.421
7714,4,06-01 10:00,신흥동,0.024,0.821484992101106,0.3463888888888889,0.0460358056265984,0.0,0.407
7715,4,06-01 11:00,신흥동,0.04,0.826224328593997,0.3875,0.0537084398976982,0.0,0.38
7716,4,06-01 12:00,신흥동,0.06,0.821484992101106,0.4475,0.0485933503836317,0.0,0.389
7717,4,06-01 13:00,신흥동,0.048,0.8388625592417063,0.4555555555555555,0.0460358056265984,0.0,0.359
7718,4,06-01 14:00,신흥동,0.06,0.8436018957345972,0.3716666666666667,0.0358056265984654,0.0,0.388
7719,4,06-01 15:00,신흥동,0.06,0.8309636650868879,0.36,0.0332480818414322,0.0,0.379
7720,4,06-01 16:00,신흥동,0.056,0.8151658767772513,0.4533333333333333,0.0613810741687979,0.0,0.409
7721,4,06-01 17:00,신흥동,0.052,0.8025276461295419,0.3847222222222222,0.0511508951406649,0.0,0.4509999999999999
7722,4,06-01 18:00,신흥동,0.052,0.7725118483412323,0.6911111111111111,0.0537084398976982,0.0,0.5740000000000001
7723,4,06-01 19:00,신흥동,0.096,0.7472353870458137,0.7297222222222223,0.0562659846547314,0.0,0.648
7724,4,06-01 20:00,신흥동,0.068,0.7330173775671407,0.6311111111111111,0.0434782608695652,0.0,0.7150000000000001
7725,4,06-01 21:00,신흥동,0.072,0.7219589257503951,0.7419444444444445,0.0434782608695652,0.0,0.7689999999999999
7726,4,06-01 22:00,신흥동,0.032,0.7109004739336494,0.6847222222222222,0.0306905370843989,0.0,0.81
7727,4,06-01 23:00,신흥동,0.028,0.703001579778831,0.7644444444444445,0.0230179028132992,0.0,0.826
7728,4,06-05 00:00,신흥동,0.008,0.6856240126382307,0.7088888888888889,0.0485933503836317,0.0,0.8009999999999999
7729,4,06-05 01:00,신흥동,0.064,0.679304897314376,0.7108333333333334,0.0613810741687979,0.0,0.773
7730,4,06-05 02:00,신흥동,0.072,0.6698262243285941,0.7108333333333334,0.0434782608695652,0.0,0.781
7731,4,06-05 03:00,신흥동,0.024,0.6635071090047394,0.7108333333333334,0.0460358056265984,0.0,0.7909999999999999
7732,4,06-05 04:00,신흥동,0.032,0.6635071090047394,0.6705555555555556,0.0383631713554987,0.0,0.776
7733,4,06-05 05:00,신흥동,0.012,0.6729857819905214,0.788888888888889,0.0639386189258312,0.0,0.724
7734,4,06-05 06:00,신흥동,0.008,0.679304897314376,0.7277777777777779,0.0511508951406649,0.0,0.698
7735,4,06-05 07:00,신흥동,0.016,0.6903633491311217,0.6975,0.0690537084398977,0.0,0.632
7736,4,06-05 08:00,신흥동,0.008,0.7298578199052134,0.7158333333333333,0.0383631713554987,0.0,0.544
7737,4,06-05 09:00,신흥동,0.008,0.7330173775671407,0.8166666666666667,0.0281329923273657,0.0,0.5640000000000001
7738,4,06-05 10:00,신흥동,0.008,0.7756714060031596,0.745,0.0613810741687979,0.0,0.4509999999999999
7739,4,06-05 11:00,신흥동,0.008,0.7661927330173777,0.7805555555555556,0.0741687979539642,0.0,0.478
7740,4,06-05 12:00,신흥동,0.02,0.774091627172196,0.7455555555555555,0.0613810741687979,0.0,0.431
7741,4,06-05 13:00,신흥동,0.012,0.7772511848341233,0.8555555555555556,0.0358056265984654,0.0,0.479
7742,4,06-05 14:00,신흥동,0.024,0.7946287519747236,0.9611111111111112,0.0358056265984654,0.0,0.443
7743,4,06-05 15:00,신흥동,0.012,0.8056872037914693,0.951388888888889,0.0537084398976982,0.0,0.405
7744,4,06-05 16:00,신흥동,0.028,0.7772511848341233,0.9338888888888888,0.0332480818414322,0.0,0.444
7745,4,06-05 17:00,신흥동,0.032,0.7630331753554502,0.9119444444444446,0.0230179028132992,0.0,0.515
7746,4,06-05 18:00,신흥동,0.04,0.726698262243286,0.7255555555555555,0.0204603580562659,0.0,0.653
7747,4,06-05 19:00,신흥동,0.088,0.7109004739336494,0.695,0.0153452685421994,0.0,0.687
7748,4,06-05 20:00,신흥동,0.064,0.679304897314376,0.82,0.0255754475703324,0.0,0.8170000000000001
7749,4,06-05 21:00,신흥동,0.06,0.6603475513428121,0.9272222222222224,0.0255754475703324,0.0,0.871
7750,4,06-05 22:00,신흥동,0.056,0.6508688783570301,0.823888888888889,0.0127877237851662,0.0,0.8889999999999999
7751,4,06-05 23:00,신흥동,0.06,0.6413902053712481,0.7350000000000001,0.0153452685421994,0.0,0.917
7752,4,06-06 00:00,신흥동,0.052,0.6382306477093207,0.6977777777777777,0.0127877237851662,0.0,0.927
7753,4,06-06 01:00,신흥동,0.016,0.6350710900473935,0.0,0.0102301790281329,0.0,0.927
7754,4,06-06 02:00,신흥동,0.052,0.6303317535545024,0.8038888888888889,0.0204603580562659,0.0,0.938
7755,4,06-06 03:00,신흥동,0.08,0.6271721958925751,0.0,0.0051150895140664,0.0,0.937
7756,4,06-06 04:00,신흥동,0.048,0.6287519747235388,0.0,0.0076726342710997,0.0,0.939
7757,4,06-06 05:00,신흥동,0.048,0.6635071090047394,0.4841666666666667,0.0127877237851662,0.0,0.864
7758,4,06-06 06:00,신흥동,0.056,0.69826224328594,0.0,0.0102301790281329,0.0,0.773
7759,4,06-06 07:00,신흥동,0.06,0.7203791469194314,0.6552777777777778,0.0562659846547314,0.0,0.733
7760,4,06-06 08:00,신흥동,0.032,0.7109004739336494,0.8275,0.0562659846547314,0.0,0.785
7761,4,06-06 09:00,신흥동,0.012,0.7409162717219591,0.7936111111111112,0.0230179028132992,0.0,0.711
7762,4,06-06 10:00,신흥동,0.02,0.755134281200632,0.2683333333333333,0.0383631713554987,0.0,0.673
7763,4,06-06 11:00,신흥동,0.036,0.759873617693523,0.3066666666666667,0.0434782608695652,0.0,0.6659999999999999
7764,4,06-06 12:00,신흥동,0.008,0.7851500789889416,0.81,0.0281329923273657,0.0,0.5950000000000001
7765,4,06-06 13:00,신흥동,0.032,0.7867298578199053,0.3397222222222222,0.0434782608695652,0.0,0.589
7766,4,06-06 14:00,신흥동,0.048,0.8151658767772513,0.9861111111111112,0.0204603580562659,0.0,0.545
7767,4,06-06 15:00,신흥동,0.032,0.812006319115324,0.0747222222222222,0.0204603580562659,0.0,0.542
7768,4,06-06 16:00,신흥동,0.052,0.8056872037914693,0.8452777777777778,0.0434782608695652,0.0,0.587
7769,4,06-06 17:00,신흥동,0.076,0.7867298578199053,0.8688888888888889,0.0281329923273657,0.0,0.637
7770,4,06-06 18:00,신흥동,0.072,0.764612954186414,0.0,0.0076726342710997,0.0,0.748
7771,4,06-06 19:00,신흥동,0.148,0.755134281200632,0.9225,0.0255754475703324,0.0,0.7739999999999999
7772,4,06-06 20:00,신흥동,0.104,0.750394944707741,0.7230555555555556,0.0204603580562659,0.0,0.785
7773,4,06-06 21:00,신흥동,0.076,0.7424960505529228,0.7347222222222223,0.0230179028132992,0.0,0.812
7774,4,06-06 22:00,신흥동,0.052,0.7377567140600316,0.7277777777777779,0.0409207161125319,0.0,0.78
7775,4,06-06 23:00,신흥동,0.048,0.7345971563981044,0.8091666666666667,0.0179028132992327,0.0,0.7909999999999999
